group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
Moderator,"Moderator :: Generate ""1"" tokens",,,,16919221.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16886219.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16883806.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16889250.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16878563.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16894637.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16889839.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16882481.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16933273.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16890030.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16918731.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16999797.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16892448.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16914577.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16906616.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16893172.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,17032552.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16907295.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16944517.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16882751.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16887719.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16864195.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16878859.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16941876.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16918447.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16896236.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16885616.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16890638.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16906858.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16968610.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16928652.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16915866.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16935040.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16904016.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16841580.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16906505.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16887245.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16865503.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16880621.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16878491.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16906635.0,ns,59
Moderator,"Moderator :: Generate ""1"" tokens",,,,16889849.0,ns,59
